Date,Open,High,Low,Close,Adj Close,Volume
2023-11-20,0.7900000214576721,0.8130000233650208,0.7900000214576721,0.7990000247955322,0.7990000247955322,648000
2023-11-21,0.7799999713897705,0.800000011920929,0.7599999904632568,0.7670000195503235,0.7670000195503235,571300
2023-11-22,0.7599999904632568,0.8009999990463257,0.7599999904632568,0.7929999828338623,0.7929999828338623,646100
2023-11-24,0.7929999828338623,0.8080000281333923,0.7860000133514404,0.7860000133514404,0.7860000133514404,411400
2023-11-27,0.7900000214576721,0.7940000295639038,0.75,0.75,0.75,804800
2023-11-28,0.75,0.7889999747276306,0.7400000095367432,0.7820000052452087,0.7820000052452087,585300
2023-11-29,0.7760000228881836,0.8330000042915344,0.7760000228881836,0.8199999928474426,0.8199999928474426,859900
2023-11-30,0.8230000138282776,0.8289999961853027,0.7979999780654907,0.8220000267028809,0.8220000267028809,471400
2023-12-01,0.8050000071525574,0.8240000009536743,0.796999990940094,0.8069999814033508,0.8069999814033508,624500
2023-12-04,0.8040000200271606,0.8199999928474426,0.7850000262260437,0.800000011920929,0.800000011920929,568800
2023-12-05,0.7900000214576721,0.8069999814033508,0.75,0.75,0.75,598500
2023-12-06,0.75,0.7749999761581421,0.7350000143051147,0.7419999837875366,0.7419999837875366,699600
2023-12-07,0.7459999918937683,0.7770000100135803,0.7009999752044678,0.7730000019073486,0.7730000019073486,698600
2023-12-08,0.7730000019073486,0.8149999976158142,0.7509999871253967,0.796999990940094,0.796999990940094,780300
2023-12-11,0.7699999809265137,0.8019999861717224,0.7670000195503235,0.7960000038146973,0.7960000038146973,353200
2023-12-12,0.800000011920929,0.800000011920929,0.7649999856948853,0.7799999713897705,0.7799999713897705,303900
2023-12-13,0.7720000147819519,0.781000018119812,0.734000027179718,0.7440000176429749,0.7440000176429749,1130800
2023-12-14,0.75,0.7649999856948853,0.7440000176429749,0.7459999918937683,0.7459999918937683,1118000
2023-12-15,0.7620000243186951,0.7799999713897705,0.7300000190734863,0.7300000190734863,0.7300000190734863,1465800
2023-12-18,0.7329999804496765,0.7599999904632568,0.7099999785423279,0.7200000286102295,0.7200000286102295,1807900
2023-12-19,0.7250000238418579,0.75,0.7200000286102295,0.7279999852180481,0.7279999852180481,1073100
2023-12-20,0.7300000190734863,0.800000011920929,0.7300000190734863,0.7609999775886536,0.7609999775886536,2719500
2023-12-21,0.7900000214576721,0.800000011920929,0.7609999775886536,0.7749999761581421,0.7749999761581421,667300
2023-12-22,0.7699999809265137,0.8379999995231628,0.7699999809265137,0.8339999914169312,0.8339999914169312,1477300
2023-12-26,0.8330000042915344,0.8600000143051147,0.8069999814033508,0.8299999833106995,0.8299999833106995,1645200
2023-12-27,0.8199999928474426,0.8450000286102295,0.7910000085830688,0.8080000281333923,0.8080000281333923,1255800
2023-12-28,0.7799999713897705,0.8389999866485596,0.7799999713897705,0.8360000252723694,0.8360000252723694,1196600
2023-12-29,0.8159999847412109,0.8420000076293945,0.7919999957084656,0.8059999942779541,0.8059999942779541,989500
2024-01-02,0.800000011920929,0.8009999990463257,0.753000020980835,0.753000020980835,0.753000020980835,740200
2024-01-03,0.7540000081062317,0.777999997138977,0.7400000095367432,0.7630000114440918,0.7630000114440918,514300
2024-01-04,0.7799999713897705,0.7799999713897705,0.7490000128746033,0.75,0.75,479200
2024-01-05,0.7490000128746033,0.7699999809265137,0.7350000143051147,0.7509999871253967,0.7509999871253967,616800
2024-01-08,0.75,0.7870000004768372,0.7400000095367432,0.7739999890327454,0.7739999890327454,3237600
2024-01-09,0.843999981880188,1.0149999856948853,0.781000018119812,0.9599999785423279,0.9599999785423279,6899000
2024-01-10,0.9800000190734863,0.9819999933242798,0.8619999885559082,0.925000011920929,0.925000011920929,1874800
2024-01-11,0.9129999876022339,0.949999988079071,0.8700000047683716,0.9419999718666077,0.9419999718666077,1306200
2024-01-12,0.9480000138282776,0.9480000138282776,0.8700000047683716,0.8849999904632568,0.8849999904632568,1200000
2024-01-16,0.8799999952316284,0.8799999952316284,0.8199999928474426,0.824999988079071,0.824999988079071,695800
2024-01-17,0.8040000200271606,0.9300000071525574,0.7900000214576721,0.9200000166893005,0.9200000166893005,1397600
2024-01-18,0.9200000166893005,0.9200000166893005,0.8820000290870667,0.9120000004768372,0.9120000004768372,863900
2024-01-19,0.9300000071525574,0.9300000071525574,0.8600000143051147,0.902999997138977,0.902999997138977,681800
2024-01-22,0.9049999713897705,0.9300000071525574,0.8899999856948853,0.9279999732971191,0.9279999732971191,577500
2024-01-23,0.9380000233650208,0.9670000076293945,0.9129999876022339,0.9279999732971191,0.9279999732971191,743700
2024-01-24,0.9279999732971191,0.9459999799728394,0.8899999856948853,0.8970000147819519,0.8970000147819519,638600
2024-01-25,0.8999999761581421,0.9760000109672546,0.8899999856948853,0.9620000123977661,0.9620000123977661,1028800
2024-01-26,0.9620000123977661,0.9789999723434448,0.9520000219345093,0.9750000238418579,0.9750000238418579,508700
2024-01-29,0.9700000286102295,0.9800000190734863,0.9290000200271606,0.9589999914169312,0.9589999914169312,383400
2024-01-30,0.9459999799728394,0.9769999980926514,0.9449999928474426,0.9670000076293945,0.9670000076293945,403100
2024-01-31,0.9700000286102295,1.0800000429153442,0.9639999866485596,1.0299999713897705,1.0299999713897705,1123600
2024-02-01,1.0499999523162842,1.0499999523162842,0.9480000138282776,0.9700000286102295,0.9700000286102295,1050600
2024-02-02,0.9599999785423279,0.9800000190734863,0.9020000100135803,0.9229999780654907,0.9229999780654907,548900
2024-02-05,0.8999999761581421,0.921999990940094,0.8650000095367432,0.8650000095367432,0.8650000095367432,846200
2024-02-06,0.8700000047683716,0.9229999780654907,0.8700000047683716,0.9169999957084656,0.9169999957084656,414900
2024-02-07,0.8999999761581421,0.9359999895095825,0.8820000290870667,0.8999999761581421,0.8999999761581421,1015300
2024-02-08,0.8999999761581421,1.0800000429153442,0.8989999890327454,1.0399999618530273,1.0399999618530273,2937600
2024-02-09,1.0199999809265137,1.1299999952316284,1.0199999809265137,1.0700000524520874,1.0700000524520874,4310800
2024-02-12,1.059999942779541,1.1799999475479126,1.059999942779541,1.159999966621399,1.159999966621399,1314800
2024-02-13,1.090000033378601,1.1799999475479126,1.0800000429153442,1.1100000143051147,1.1100000143051147,828500
2024-02-14,1.1399999856948853,1.1799999475479126,1.125,1.159999966621399,1.159999966621399,629700
2024-02-15,1.1399999856948853,1.1699999570846558,1.1200000047683716,1.159999966621399,1.159999966621399,1052000
2024-02-16,1.159999966621399,1.1799999475479126,1.1200000047683716,1.1200000047683716,1.1200000047683716,935200
2024-02-20,1.100000023841858,1.159999966621399,1.0700000524520874,1.1299999952316284,1.1299999952316284,779400
2024-02-21,1.1299999952316284,1.190000057220459,1.1100000143051147,1.1799999475479126,1.1799999475479126,981000
2024-02-22,1.1699999570846558,1.225000023841858,1.1519999504089355,1.2100000381469727,1.2100000381469727,720800
2024-02-23,1.190000057220459,1.2100000381469727,1.149999976158142,1.1699999570846558,1.1699999570846558,479100
2024-02-26,1.1699999570846558,1.2000000476837158,1.159999966621399,1.1699999570846558,1.1699999570846558,277000
2024-02-27,1.1699999570846558,1.2400000095367432,1.1699999570846558,1.2300000190734863,1.2300000190734863,470000
2024-02-28,1.2200000286102295,1.25,1.2200000286102295,1.2200000286102295,1.2200000286102295,490400
2024-02-29,1.2300000190734863,1.2599999904632568,1.190000057220459,1.2000000476837158,1.2000000476837158,412000
2024-03-01,1.2200000286102295,1.2599999904632568,1.190000057220459,1.25,1.25,552300
2024-03-04,1.2400000095367432,1.274999976158142,1.2050000429153442,1.2400000095367432,1.2400000095367432,500300
2024-03-05,1.350000023841858,1.4600000381469727,1.25,1.2899999618530273,1.2899999618530273,1473900
2024-03-06,1.2999999523162842,1.5199999809265137,1.2999999523162842,1.4700000286102295,1.4700000286102295,1955000
2024-03-07,1.4900000095367432,1.4900000095367432,1.3949999809265137,1.409999966621399,1.409999966621399,608700
2024-03-08,1.4199999570846558,1.4900000095367432,1.3600000143051147,1.3899999856948853,1.3899999856948853,944800
2024-03-11,1.440000057220459,1.4600000381469727,1.2680000066757202,1.350000023841858,1.350000023841858,1004800
2024-03-12,1.340000033378601,1.3600000143051147,1.2899999618530273,1.309999942779541,1.309999942779541,440700
2024-03-13,1.3300000429153442,1.350000023841858,1.2610000371932983,1.2999999523162842,1.2999999523162842,586400
2024-03-14,1.2699999809265137,1.2999999523162842,1.2100000381469727,1.2400000095367432,1.2400000095367432,480500
2024-03-15,1.2200000286102295,1.399999976158142,1.2100000381469727,1.3700000047683716,1.3700000047683716,1750300
2024-03-18,1.3700000047683716,1.4299999475479126,1.315000057220459,1.3300000429153442,1.3300000429153442,378300
2024-03-19,1.3200000524520874,1.3600000143051147,1.2699999809265137,1.3300000429153442,1.3300000429153442,343700
2024-03-20,1.2999999523162842,1.399999976158142,1.2999999523162842,1.3600000143051147,1.3600000143051147,341400
2024-03-21,1.3799999952316284,1.399999976158142,1.3250000476837158,1.350000023841858,1.350000023841858,663500
2024-03-22,1.340000033378601,1.350000023841858,1.2699999809265137,1.2699999809265137,1.2699999809265137,599000
2024-03-25,1.25,1.2999999523162842,1.25,1.2699999809265137,1.2699999809265137,476200
2024-03-26,1.2699999809265137,1.2799999713897705,1.2200000286102295,1.2400000095367432,1.2400000095367432,388600
